index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
f8625ab1d0b0359b2777ffab5f2138fb,2026-09-02T11:00:00Z,'Gletscherabbruch',www.telepolis.de,de,0.9,"Der Bhotekoshi zeigt, wie schnell Gletscherabbrüche Folgen haben","Ein Gletscherabbruch an Nepals Grenze zu Tibet löste eine Flutwelle aus. Wasser, Eis und Geröll breiteten sich im Bhotekoshi binnen Minuten aus.",https://www.telepolis.de/article/Der-Bhotekoshi-zeigt-wie-schnell-Gletscherabbrueche-Folgen-haben-11437733.html,https://heise.cloudimg.io/v7/_www-heise-de_/imgs/18/5/1/5/7/2/3/4/shutterstock_2834830825-7ed4bbcbeb4bdb0f.jpg?func=bound&height=1200&org_if_sml=1&q=85&width=1200,http://web.archive.org/web/20260902211317/https://www.telepolis.de/article/Der-Bhotekoshi-zeigt-wie-schnell-Gletscherabbrueche-Folgen-haben-11437733.html,"Dhunge Bazaar in Nepal, weist nach schweren Überschwemmungen im Bhotekoshi-Fluss erhebliche Zerstörung auf. Bild: djisagar87 / Shutterstock.com
Ein Gletscherabbruch an Nepals Grenze zu Tibet löste e… [+5924 chars]",,"Der Bhotekoshi zeigt, wie schnell Gletscherabbrüche Folgen haben. Ein Gletscherabbruch an Nepals Grenze zu Tibet löste eine Flutwelle aus. Wasser, Eis und Geröll breiteten sich im Bhotekoshi binnen Minuten aus.","The Bhotekoshi shows how quickly glacier collapses have consequences. A glacier collapse on Nepal's border with Tibet triggered a tidal wave. Water, ice and rubble spread through the Bhotekoshi within minutes.","Bhotekoshi ostendit quam cito lapsus glacies consequatur habere. Glacialis ruina in Nepali terminus cum Tibet Urguet aestuosa unda. Aqua, glacies et rudera per Bhotekoshi intra minuta divulgata sunt.",2026-09-06 21:50:11+00:00
d1ee8292a36dfc3a5f550fcf29c69391,2026-09-04T05:28:01Z,'Gletscherabbruch',www.diepresse.com,de,0.9,Sturzflut im Himalaya: Überlebender nach neun Tagen gerettet,"Bei der Sturzflut am 26. August waren nach einem Gletscherabbruch mehr als 1250 Menschen ums Leben gekommen. Mehr als 4200 werden noch vermisst, Tausende wurden obdachlos.",https://www.diepresse.com/41229861/sturzflut-im-himalaya-ueberlebender-nach-neun-tagen-gerettet,https://img.diepresse.com/public/incoming/5p0k9n-imagost0902161700010865603444jpg/alternates/WEBP_WIDE_1200/imago_st_0902_16170001_0865603444.jpg,http://web.archive.org/web/20260904055509/https://www.diepresse.com/41229861/sturzflut-im-himalaya-ueberlebender-nach-neun-tagen-gerettet,"Die Presse auf Google als bevorzugte Nachrichtenquelle hinzufügen.
 In Nepal ist neun Tage nach den katastrophalen Überschwemmungen eine Person lebend aus einem Tunnel gerettet worden. Eine weitere … [+1437 chars]",,"Sturzflut im Himalaya: Überlebender nach neun Tagen gerettet. Bei der Sturzflut am 26. August waren nach einem Gletscherabbruch mehr als 1250 Menschen ums Leben gekommen. Mehr als 4200 werden noch vermisst, Tausende wurden obdachlos.","Flash flood in the Himalayas: Survivor rescued after nine days. More than 1,250 people died in the flash flood on August 26th after a glacier collapsed. More than 4,200 are still missing and thousands have been left homeless.","Fulgura diluvium in Himalayas: Superstes servatus post novem dies. Plus quam 1,250 homines in mico diluvio die 26 Augusti post glaciem corruerunt. Plus quam 4,200 adhuc desunt et milia profugo relicta sunt.",2026-09-06 21:50:11+00:00
75a0619898494a2d0dec9b724ad96a71,2026-09-04T09:01:58Z,'Felssturz',www.zeit.de,de,0.9,Unglück am Berg: Felssturz von Bondo: Angeklagte freigesprochen,Hier finden Sie Informationen zu dem Thema „Unglück am Berg“. Lesen Sie jetzt „Felssturz von Bondo: Angeklagte freigesprochen“.,https://www.zeit.de/news/2026-09/04/felssturz-von-bondo-angeklagte-freigesprochen,https://img.zeit.de/news/2026-09/04/felssturz-von-bondo-angeklagte-freigesprochen-image-group/wide__1300x731,http://web.archive.org/web/20260904092633/https://www.zeit.de/news/2026-09/04/felssturz-von-bondo-angeklagte-freigesprochen,Schweizer Behörden tragen an den tragischen Folgen des Felssturzes von Bondo 2017 mit acht Toten keine Mitschuld. Das Regionalgericht Maloja sprach die fünf Angeklagten vom Vorwurf der fahrlässigen T… [+1556 chars],,Unglück am Berg: Felssturz von Bondo: Angeklagte freigesprochen. Hier finden Sie Informationen zu dem Thema „Unglück am Berg“. Lesen Sie jetzt „Felssturz von Bondo: Angeklagte freigesprochen“.,Accident on the mountain: Rockslide in Bondo: Defendant acquitted. Here you will find information on the topic of “Disaster on the Mountain”. Read “Bondo rockslide: Defendant acquitted” now.,"Accidens in monte: Rockslide in Bondo: Reus absol. Hic informationes invenies in argumento ""cladis in monte"". Lege ""Bondo rockslide: reus absolutus"" nunc.",2026-09-06 21:50:11+00:00
64f68ef8ab4064c5c3af6d353af2d3e4,2026-09-04T09:03:03Z,'Gerölllawine',www.tagesspiegel.de,de,0.9,Unglück am Berg: Felssturz von Bondo: Angeklagte freigesprochen,"Drei Millionen Kubikmeter Gestein begruben 2017 Wanderwege, acht Wanderer starben, darunter vier Deutsche. Warum die Angeklagten trotzdem freigesprochen werden.",https://www.tagesspiegel.de/gesellschaft/panorama/dpa-ungluck-am-berg-16017205.html,https://www.tagesspiegel.de/images/16017204/alternates/BASE_16_9_W1400/1788512584000/felssturz-von-bondo-gericht-spricht-angeklagte-frei.jpeg,http://web.archive.org/web/20260905111922/https://www.tagesspiegel.de/gesellschaft/panorama/dpa-ungluck-am-berg-16017205.html,Schweizer Behörden tragen an den tragischen Folgen des Felssturzes von Bondo 2017 mit acht Toten keine Mitschuld. Das Regionalgericht Maloja sprach die fünf Angeklagten vom Vorwurf der fahrlässigen T… [+1612 chars],,"Unglück am Berg: Felssturz von Bondo: Angeklagte freigesprochen. Drei Millionen Kubikmeter Gestein begruben 2017 Wanderwege, acht Wanderer starben, darunter vier Deutsche. Warum die Angeklagten trotzdem freigesprochen werden.","Accident on the mountain: Rockslide in Bondo: Defendant acquitted. Three million cubic meters of rock buried hiking trails in 2017, and eight hikers died, including four Germans. Why the defendants are still acquitted.","Accidens in monte: Rockslide in Bondo: Reus absol. Tria miliones metrorum cubicorum saxorum sepulti sunt calles hikings anno 2017, et octingenti hikeri mortui sunt, quattuor inclusis Germanis. Quare adhuc absoluti sunt rei.",2026-09-06 21:50:11+00:00
9358a8f8cd48fd30fad6b15d1733bf8c,2026-09-04T09:55:28Z,'Gerölllawine',orf.at,de,0.9,Felssturz von Bondo in der Schweiz: Freisprüche,,https://orf.at/stories/3441192/,https://orf.at/mojo/1_4_1/storyserver//news/common/images/og-fallback-news.png,http://web.archive.org/web/20260904150901/https://orf.at/stories/3441192/,Schweizer Behörden haben an den tragischen Folgen des Felssturzes von Bondo 2017 mit acht Toten keine Mitschuld. Das Regionalgericht Maloja sprach die fünf Angeklagten heute vom Vorwurf der fahrlässi… [+1224 chars],,Felssturz von Bondo in der Schweiz: Freisprüche. None,Bondo rockslide in Switzerland: acquittals. None,Bondo rockslide in Helvetia: absolutions. Nullus,2026-09-06 21:50:11+00:00
0039297c0c32dd30e32f12f7aa01d5f2,2026-09-04T13:07:39Z,'Felssturz',www.faz.net,de,0.9,Schweiz: Angeklagte nach Felssturz von Bondo freigesprochen,"Acht Wanderer sind 2017 bei dem Felssturz gestorben. Vor Gericht ging es um die Frage, ob es Anzeichen dafür gab – und Wanderwege hätten geschlossen werden müssen.",https://www.faz.net/aktuell/gesellschaft/schweiz-angeklagte-nach-felssturz-von-bondo-freigesprochen-201195556.html,https://media0.faz.net/image/w1200h627/832e41fac144/w6144h3210x0y443o/202608/43601.0.2466131505/ein-mann-sieht-sich-im.webp,,Schweizer Behörden tragen an den tragischen Folgen des Felssturzes von Bondo 2017 mit acht Toten keine Mitschuld. Das Regionalgericht Maloja sprach die fünf Angeklagten vom Vorwurf der fahrlässigen T… [+1534 chars],,"Schweiz: Angeklagte nach Felssturz von Bondo freigesprochen. Acht Wanderer sind 2017 bei dem Felssturz gestorben. Vor Gericht ging es um die Frage, ob es Anzeichen dafür gab – und Wanderwege hätten geschlossen werden müssen.",Switzerland: Defendant acquitted after Bondo rockslide. Eight hikers died in the rockslide in 2017. The question in court was whether there were signs of this - and hiking trails should have been closed.,Helvetia: Reus absolutus post Bondo rockslide. Octo hikeri mortui sunt in rocklide in 2017. Quaestio in curia erat utrum signa huius - et calles hiking clausi essent.,2026-09-06 21:50:11+00:00
13db343553702423c434d02394f924ba,2026-09-04T14:26:11Z,'Felssturz',www.n-tv.de,de,0.9,Freispruch vor Gericht: Behörden tragen an tragischem Felssturz von Bondo keine Schuld,"Neun Jahre nach dem verheerenden Felssturz von Bondo mit acht Toten fällt das Urteil gegen fünf damalige Verantwortliche. Im Zentrum steht die Frage, ob die Katastrophe vorhersehbar war und Wanderwege hätten gesperrt werden müssen.",https://www.n-tv.de/panorama/Behoerden-tragen-an-tragischem-Felssturz-von-Bondo-keine-Schuld-id31270522.html,https://www.n-tv.de/img/31270640/1788533390/Img_16_9/1200/imago0074795817h.jpg,,"An der Nordflanke des Piz Cengalo kamen 2018 acht Bergsteiger ums Leben. (Foto: imago/robertharding)
Neun Jahre nach dem verheerenden Felssturz von Bondo mit acht Toten fällt das Urteil gegen fünf d… [+1826 chars]",,"Freispruch vor Gericht: Behörden tragen an tragischem Felssturz von Bondo keine Schuld. Neun Jahre nach dem verheerenden Felssturz von Bondo mit acht Toten fällt das Urteil gegen fünf damalige Verantwortliche. Im Zentrum steht die Frage, ob die Katastrophe vorhersehbar war und Wanderwege hätten gesperrt werden müssen.","Acquittal in court: Authorities are not to blame for the tragic rockslide in Bondo. Nine years after the devastating rockslide in Bondo that killed eight people, the verdict has been passed against five people responsible at the time. The focus is on the question of whether the disaster was foreseeable and hiking trails should have been closed.","In iudicio absolutio: Auctoritates in Bondo tragicos saxa vituperent. Novem annos postquam in Bondo vastatus est, qui octo homines necavit, sententia contra quinque homines eo tempore lata est. Iuppiter est de quaestione num clades praevisa et calles hikings clausae esse debuerint.",2026-09-06 21:50:11+00:00
0e3b0117cb6e48912606c9175c7ae7e2,2026-09-04T10:18:12Z,'Gerölllawine',www.sueddeutsche.de,de,0.9,Prozess in der Schweiz: Angeklagte im Falle des Bergsturzes von Bondo freigesprochen,"Im August 2017 löste ein Bergsturz am Piz Cengalo eine Gerölllawine aus, die acht Wanderer tötete. War das Unglück vorhersehbar? Fünf Menschen, unter ihnen eine Politikerin, mussten sich dafür vor Gericht verantworten.",https://www.sueddeutsche.de/panorama/bergsturz-bondo-piz-cengalo-urteil-prozess-li.3542291,https://www.sueddeutsche.de/2026/09/04/7a48fa0b-de58-47db-84e3-e5e7646ecec3.jpg?q=60&fm=webp&width=1200&rect=0%2C209%2C4000%2C2250,http://web.archive.org/web/20260904114238/https://www.sueddeutsche.de/panorama/bergsturz-bondo-piz-cengalo-urteil-prozess-li.3542291,"An dem Bergsturz von Bondo, der im August 2017 in der Schweiz acht Wanderer in den Tod riss, tragen die Behörden keine Mitschuld. So hat nun das Regionalgericht Maloja im Schweizer Kanton Graubünden … [+1504 chars]",,"Prozess in der Schweiz: Angeklagte im Falle des Bergsturzes von Bondo freigesprochen. Im August 2017 löste ein Bergsturz am Piz Cengalo eine Gerölllawine aus, die acht Wanderer tötete. War das Unglück vorhersehbar? Fünf Menschen, unter ihnen eine Politikerin, mussten sich dafür vor Gericht verantworten.","Trial in Switzerland: Defendant in Bondo landslide case acquitted. In August 2017, a landslide on Piz Cengalo triggered a debris avalanche that killed eight hikers. Was the accident predictable? Five people, including a politician, had to answer for this in court.","Iudicium in Helvetia: Reus in Bondo LAPSUS casus absolutus est. Mense Augusto 2017, prolapsio in Piz Cengalo strages NIVIS CAELAE quae octingentos hikers occidit. Praedictio erat casus? Quinque homines, etiam politicus, ad hoc in iudicio respondere debebant.",2026-09-08 09:14:13+00:00
b819318e4752182d79f42e46fe612136,2026-09-01T10:26:00Z,'Schlammlawine',www.dw.com,de,0.9,Mehr als 1000 Tote nach Schlammlawine in Nepal und Tibet,"Helfer bergen immer mehr Leichen, suchen aber auch mit Hochdruck nach Hunderten Arbeitern, von denen viele in den Tunnelsystemen verwüsteter Wasserkraftanlagen vermutet werden. Sechs Tage nach der gewaltigen Sturzflut im Himalaya ist die Zahl der Toten in Nep…",https://www.dw.com/de/mehr-als-1000-tote-nach-schlammlawine-in-nepal-und-tibet-cholera-wasserkraftwerk-tunnel/a-78587778,https://static.dw.com/image/78583266_6.jpg,http://web.archive.org/web/20260902020827/https://www.dw.com/de/mehr-als-1000-tote-nach-schlammlawine-in-nepal-und-tibet-cholera-wasserkraftwerk-tunnel/a-78587778,Sechs Tage nach der gewaltigen Sturzflut im Himalaya ist die Zahl der Toten in Nepal und Tibet auf mehr als 1000 gestiegen. Die Polizei in Kathmandu spricht inzwischen von 1007 Todesopfern und fast 4… [+4331 chars],,"Mehr als 1000 Tote nach Schlammlawine in Nepal und Tibet. Helfer bergen immer mehr Leichen, suchen aber auch mit Hochdruck nach Hunderten Arbeitern, von denen viele in den Tunnelsystemen verwüsteter Wasserkraftanlagen vermutet werden. Sechs Tage nach der gewaltigen Sturzflut im Himalaya ist die Zahl der Toten in Nep…","More than 1,000 dead after mudslide in Nepal and Tibet. Helpers are recovering more and more bodies, but are also searching intensively for hundreds of workers, many of whom are suspected to be in the tunnel systems of devastated hydroelectric power plants. Six days after the massive flash flood in the Himalayas, the number of deaths in Nep...","Plus quam 1,000 mortui in Nepalia et Tibet post mudslides mortui. Adiutores magis magisque corpora recuperant, sed etiam intensive centena operarum scrutantur, quorum multi suspicantur in cuniculo systemata hydroelectric potentiae plantae devastatae esse. Sex diebus post diluvium ingens in Himalayas, numerus funerum Nep...",2026-09-09 09:18:24+00:00
0bdba11cdf7fa16b765486c446cb6085,2026-09-07T16:24:15Z,'Erdrutsch',www.welt.de,de,0.9,„Dieses autistische Weiter-so legt sich wie ein grauer Schleier über das ganze Land“,Nach dem Erdrutsch-Sieg der AfD sorgen sich viele Unternehmer um den Wirtschaftsstandort Sachsen-Anhalt. Sie fürchten um den Nachschub von Fachkräften. Der frühere Siemens-Chef Joe Kaeser wird besonders deutlich – auch in Richtung Bundesregierung.,https://www.welt.de/wirtschaft/plus6a9ebf51181cb962d4886f00/dieses-autistische-weiter-so-legt-sich-wie-ein-grauer-schleier-ueber-das-ganze-land.html,https://images.welt.de/6a9ebf51181cb962d4886f00/a7bb9db22a259fb2980214ae374dd13d-master/ci16x9-w1200/494870834-jpg,http://web.archive.org/web/20260907174620/https://www.welt.de/wirtschaft/plus6a9ebf51181cb962d4886f00/dieses-autistische-weiter-so-legt-sich-wie-ein-grauer-schleier-ueber-das-ganze-land.html,Die WELT als ePaper: Die vollständige Ausgabe steht Ihnen bereits am Vorabend zur Verfügung so sind Sie immer hochaktuell informiert. Weitere Informationen https://epaper.welt.de,,„Dieses autistische Weiter-so legt sich wie ein grauer Schleier über das ganze Land“. Nach dem Erdrutsch-Sieg der AfD sorgen sich viele Unternehmer um den Wirtschaftsstandort Sachsen-Anhalt. Sie fürchten um den Nachschub von Fachkräften. Der frühere Siemens-Chef Joe Kaeser wird besonders deutlich – auch in Richtung Bundesregierung.,"“This autistic business-as-usual spreads like a gray veil over the entire country.” After the AfD's landslide victory, many entrepreneurs are worried about Saxony-Anhalt as a business location. They fear for the supply of skilled workers. Former Siemens boss Joe Kaeser is particularly clear - also towards the federal government.","""Haec autistic negotiatio sicuti-usitas diffunditur sicut velum griseum per totam terram."" Post victoriam reportatae AfD, multi lacus de Saxonia-Anhalt pro negotio locationis solliciti sunt. Metuunt opificum copiam. Princeps Siemens bulla Joe Kaeser imprimis clara est - etiam versus regimen foederati.",2026-09-10 01:54:42+00:00
